file_name,openssl_101f,libressl_3,sim_value,ABCDE,ÊÇ·ñÒ»ÖÂ
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_verify,pkey_rsa_verify,0.964725219,D,1
ec_mult.c_ec_mult.c,ec_wNAF_precompute_mult,ec_wNAF_precompute_mult,0.964679503,D,1
ctr128.c_ctr128.c,CRYPTO_ctr128_encrypt_ctr32,CRYPTO_ctr128_encrypt_ctr32,0.964508699,A,1
a_bitstr.c_a_int.c,c2i_ASN1_BIT_STRING,c2i_ASN1_INTEGER,0.963717582,E,0
ca.c_ca.c,do_body,do_body,0.963530461,E,1
hmac.c_hmac.c,HMAC_Init_ex,HMAC_Init_ex,0.963362297,B,1
pk7_doit.c_pk7_doit.c,PKCS7_dataDecode,PKCS7_dataDecode,0.963026068,D,1
wp_dgst.c_wp_dgst.c,WHIRLPOOL_BitUpdate,WHIRLPOOL_BitUpdate,0.962968303,A,1
ex_data.c_ex_data.c,int_new_ex_data,int_new_ex_data,0.962937235,B,1
bio_ndef.c_bio_ndef.c,ndef_suffix,ndef_suffix,0.962797659,C,1
c_cfb64.c_c_cfb64.c,CAST_cfb64_encrypt,CAST_cfb64_encrypt,0.962586849,A,1
bio_ndef.c_bio_ndef.c,BIO_new_NDEF,BIO_new_NDEF,0.962488985,B,1
ec_asn1.c_ec_asn1.c,d2i_ECPrivateKey,d2i_ECPrivateKey,0.962440856,E,1
asn1_gen.c_asn1_gen.c,asn1_str2type,asn1_str2type,0.962160002,D,1
pk7_doit.c_pk7_doit.c,pkcs7_encode_rinfo,pkcs7_encode_rinfo,0.96203286,D,1
openssl.c_openssl.c,do_cmd,do_cmd,0.961905819,A,1
pcy_tree.c_pcy_tree.c,tree_calculate_user_set,tree_calculate_user_set,0.961839683,C,1
bn_exp.c_bn_exp.c,BN_mod_exp_recp,BN_mod_exp_recp,0.961634829,D,1
a_int.c_a_int.c,c2i_ASN1_INTEGER,c2i_ASN1_INTEGER,0.961047943,D,1
bss_conn.c_bss_conn.c,conn_state,conn_state,0.96035584,D,1
tasn_prn.c_tasn_prn.c,asn1_primitive_print,asn1_primitive_print,0.960320302,D,1
pk7_doit.c_pk7_doit.c,PKCS7_signatureVerify,PKCS7_signatureVerify,0.960216938,C,1
bn_kron.c_bn_kron.c,BN_kronecker,BN_kronecker,0.960069328,C,1
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_sign,pkey_rsa_sign,0.959420509,B,1
ca.c_ca.c,certify_cert,certify_cert,0.959407733,A,1
bio_b64.c_bio_b64.c,b64_ctrl,b64_ctrl,0.958958206,A,1
pmeth_lib.c_pmeth_lib.c,int_ctx_new,int_ctx_new,0.958692796,D,1
a_int.c_a_int.c,d2i_ASN1_UINTEGER,c2i_ASN1_INTEGER,0.958572812,E,0
txt_db.c_txt_db.c,TXT_DB_create_index,TXT_DB_create_index,0.958540553,A,1
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_point2oct,0.958435756,D,1
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_point2oct,0.958001883,D,1
cms_env.c_cms_env.c,cms_RecipientInfo_ktri_decrypt,cms_RecipientInfo_ktri_encrypt,0.9576184,E,0
p_seal.c_p_seal.c,EVP_SealInit,EVP_SealInit,0.957504462,A,1
bn_print.c_bn_print.c,BN_hex2bn,BN_hex2bn,0.957489524,D,1
bn_print.c_bn_print.c,BN_dec2bn,BN_dec2bn,0.957194197,D,1
ts_conf.c_ts_conf.c,TS_CONF_set_digests,TS_CONF_set_digests,0.957100817,A,1
xts128.c_xts128.c,CRYPTO_xts128_encrypt,CRYPTO_xts128_encrypt,0.957076448,E,1
tasn_fre.c_tasn_fre.c,ASN1_primitive_free,ASN1_primitive_free,0.956968965,C,1
s3_clnt.c_ssl_clnt.c,ssl3_check_cert_and_algorithm,ssl3_check_cert_and_algorithm,0.956514943,D,1
v3_purp.c_x509_purp.c,x509v3_cache_extensions,x509v3_cache_extensions,0.956307927,D,1
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_point2oct,0.956233934,E,1
pkcs12.c_pkcs12.c,dump_certs_pkeys_bag,dump_certs_pkeys_bag,0.955865338,C,1
apps.c_apps.c,load_certs_crls,load_certs_crls,0.955775373,B,1
bn_exp.c_bn_exp.c,BN_mod_exp_mont,BN_mod_exp_mont_internal,0.955774925,D,0
txt_db.c_txt_db.c,TXT_DB_read,TXT_DB_read,0.95571305,D,1
cms_env.c_cms_env.c,cms_RecipientInfo_kekri_decrypt,cms_RecipientInfo_kekri_encrypt,0.955671277,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_point2oct,0.955251623,E,0
tasn_dec.c_tasn_dec.c,asn1_ex_c2i,asn1_ex_c2i,0.954948302,B,1
x509_obj.c_x509_obj.c,X509_NAME_oneline,X509_NAME_oneline,0.954484263,D,1
digest.c_digest.c,EVP_DigestInit_ex,EVP_DigestInit_ex,0.953277059,D,1
bss_conn.c_bss_conn.c,conn_ctrl,conn_ctrl,0.953115845,B,1
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_cmp,0.952990587,E,0
pem_lib.c_pem_lib.c,PEM_ASN1_write_bio,PEM_ASN1_write_bio,0.952741339,D,1
bn_exp2.c_bn_exp2.c,BN_mod_exp2_mont,BN_mod_exp2_mont,0.95238503,B,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.95207806,D,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_dbl,0.951996718,E,0
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_inv,BN_GF2m_mod_inv,0.95184099,D,1
e_aes_cbc_hmac_sha1.c_e_aes_cbc_hmac_sha1.c,aesni_cbc_hmac_sha1_cipher,aesni_cbc_hmac_sha1_cipher,0.950643984,D,1
e_rc4_hmac_md5.c_e_rc4_hmac_md5.c,rc4_hmac_md5_ctrl,rc4_hmac_md5_ctrl,0.950451003,A,1
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_keygen,pkey_rsa_keygen,0.949680574,B,1
ecp_mont.c_ecp_mont.c,ec_GFp_mont_group_set_curve,ec_GFp_mont_group_set_curve,0.949575678,B,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.94957316,E,0
eck_prn.c_eck_prn.c,ECPKParameters_print,ECPKParameters_print,0.9494609,E,1
x509_lu.c_x509_lu.c,X509_STORE_CTX_get1_issuer,X509_STORE_CTX_get1_issuer,0.949448114,E,1
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_256,0.948494634,C,1
m_sigver.c_m_sigver.c,do_sigver_init,do_sigver_init,0.947968727,B,1
i_cfb64.c_i_cfb64.c,idea_cfb64_encrypt,idea_cfb64_encrypt,0.947519573,A,1
ts_verify_ctx.c_ts_verify_ctx.c,TS_REQ_to_TS_VERIFY_CTX,TS_REQ_to_TS_VERIFY_CTX,0.947119979,C,1
bn_mul.c_bn_mul.c,BN_mul,BN_mul,0.946847461,C,1
s3_cbc.c_s3_cbc.c,ssl3_cbc_digest_record,ssl3_cbc_digest_record,0.946741975,C,1
apps.c_apps.c,chopup_args,chopup_args,0.94638062,B,1
bn_mont.c_bn_mont.c,BN_from_montgomery_word,BN_from_montgomery_word,0.946216495,C,1
bn_nist.c_bn_nist.c,BN_nist_mod_224,BN_nist_mod_224,0.946058571,C,1
cms_enc.c_cms_enc.c,cms_EncryptedContent_init_bio,cms_EncryptedContent_init_bio,0.94592876,D,1
tasn_prn.c_tasn_prn.c,asn1_item_print_ctx,asn1_item_print_ctx,0.945866388,B,1
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_384,0.945745827,C,1
a_strex.c_a_strex.c,do_buf,do_buf,0.944789686,B,1
ts_rsp_verify.c_ts_rsp_verify.c,TS_check_status_info,TS_check_status_info,0.944575567,C,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_is_on_curve,0.944375232,E,0
pem_pk8.c_pem_pk8.c,d2i_PKCS8PrivateKey_bio,d2i_PKCS8PrivateKey_bio,0.943592113,C,1
asn_mime.c_asn_mime.c,mime_parse_hdr,mime_parse_hdr,0.943243581,B,1
conf_api.c_conf_api.c,_CONF_new_section,_CONF_new_section,0.943046319,B,1
rsa_pss.c_rsa_pss.c,RSA_padding_add_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_PSS_mgf1,0.942272099,B,1
cms_env.c_cms_env.c,cms_EnvelopedData_init_bio,cms_EnvelopedData_init_bio,0.941854182,D,1
v3_alt.c_x509_alt.c,v2i_issuer_alt,v2i_issuer_alt,0.941791911,C,1
pk7_doit.c_pk7_doit.c,PKCS7_SIGNER_INFO_sign,PKCS7_SIGNER_INFO_sign,0.941742948,D,1
i_ofb64.c_i_ofb64.c,idea_ofb64_encrypt,idea_ofb64_encrypt,0.941353931,A,1
ecs_ossl.c_ecs_ossl.c,ecdsa_do_sign,ecdsa_do_sign,0.94113562,D,1
d1_both.c_d1_both.c,dtls1_process_out_of_seq_message,dtls1_process_out_of_seq_message,0.940877714,B,1
ec_ameth.c_ec_ameth.c,do_EC_KEY_print,do_EC_KEY_print,0.940720815,B,1
tasn_dec.c_tasn_dec.c,asn1_template_noexp_d2i,asn1_template_noexp_d2i,0.940498146,C,1
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_set_compressed_coordinates,0.940224428,E,0
p12_crpt.c_p5_crpt.c,PKCS12_PBE_keyivgen,PKCS5_PBE_keyivgen,0.940065848,E,0
asn_mime.c_asn_mime.c,multi_split,multi_split,0.939880895,D,1
ec_curve.c_ec_curve.c,ec_group_new_from_data,ec_group_new_from_data,0.938894826,B,1
bf_ofb64.c_bf_cfb64.c,BF_ofb64_encrypt,BF_cfb64_encrypt,0.938589773,E,1
cms_sd.c_cms_sd.c,CMS_add1_signer,CMS_add1_signer,0.938438468,D,1
c_ofb64.c_c_cfb64.c,CAST_ofb64_encrypt,CAST_cfb64_encrypt,0.938395855,E,1
qud_cksm.c_qud_cksm.c,DES_quad_cksum,DES_quad_cksum,0.938158577,A,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_add,0.937698409,E,0
ts_conf.c_ts_conf.c,TS_CONF_load_certs,TS_CONF_load_certs,0.937503438,B,1
bio_cb.c_bio_cb.c,BIO_debug_callback,BIO_debug_callback,0.937094238,D,1
a_int.c_a_int.c,d2i_ASN1_UINTEGER,d2i_ASN1_UINTEGER,0.937075379,B,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_group_set_curve,0.9365782,B,1
ecp_oct.c_ec2_oct.c,ec_GFp_simple_oct2point,ec_GF2m_simple_set_compressed_coordinates,0.936238831,E,0
pcy_tree.c_pcy_tree.c,tree_init,tree_init,0.935961045,D,1
d1_srtp.c_ssl_tlsext.c,ssl_parse_clienthello_use_srtp_ext,tlsext_srtp_server_parse,0.935572856,E,0
p5_crpt.c_p12_crpt.c,PKCS5_PBE_keyivgen,PKCS12_PBE_keyivgen,0.935501869,E,0
rsa_pss.c_rsa_pss.c,RSA_verify_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_PSS_mgf1,0.934778151,E,0
a_object.c_a_object.c,a2d_ASN1_OBJECT,a2d_ASN1_OBJECT,0.934475255,D,1
rsa_eay.c_rsa_eay.c,RSA_eay_private_encrypt,RSA_eay_private_decrypt,0.93432349,E,0
dsa_ossl.c_dsa_ossl.c,dsa_do_sign,dsa_do_sign,0.933942286,E,1
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_384,0.933633368,E,0
ca.c_ca.c,do_revoke,do_revoke,0.933335695,D,1
obj_dat.c_obj_dat.c,OBJ_obj2txt,OBJ_obj2txt,0.932972318,E,1
cms_env.c_cms_env.c,cms_RecipientInfo_kekri_encrypt,cms_RecipientInfo_kekri_decrypt,0.932711177,E,0
x509_r2x.c_x509_r2x.c,X509_REQ_to_X509,X509_REQ_to_X509,0.932655839,C,1
ui_lib.c_ui_lib.c,UI_set_result,UI_set_result,0.932097868,E,1
v3_alt.c_x509_alt.c,i2v_GENERAL_NAME,i2v_GENERAL_NAME,0.931931839,E,1
rc2cfb64.c_rc2ofb64.c,RC2_cfb64_encrypt,RC2_ofb64_encrypt,0.931646186,E,0
bn_exp.c_bn_exp.c,BN_mod_exp_mont_consttime,BN_mod_exp_mont_consttime,0.931274682,D,0
bn_div.c_bn_div.c,BN_div,BN_div_internal,0.929156598,E,0
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_is_on_curve,0.928912849,E,0
cfb_enc.c_cfb_enc.c,DES_cfb_encrypt,DES_cfb_encrypt,0.92847185,A,1
a_bitstr.c_a_int.c,c2i_ASN1_BIT_STRING,d2i_ASN1_UINTEGER,0.928305999,E,0
rsa_eay.c_rsa_eay.c,RSA_eay_private_decrypt,RSA_eay_private_encrypt,0.928083147,E,0
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_add,0.928030488,E,0
a_bitstr.c_a_bitstr.c,c2i_ASN1_BIT_STRING,c2i_ASN1_BIT_STRING,0.927667095,D,1
t_crl.c_t_crl.c,X509_CRL_print,X509_CRL_print,0.926807228,D,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_cmp,0.926405231,E,0
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbc_encrypt,0.926186961,A,1
pem_pk8.c_pem_pk8.c,do_pk8pkey,do_pk8pkey,0.925628889,C,1
rc2ofb64.c_rc2cfb64.c,RC2_ofb64_encrypt,RC2_cfb64_encrypt,0.924771064,E,0
a_int.c_a_int.c,c2i_ASN1_INTEGER,d2i_ASN1_UINTEGER,0.924738813,E,0
ecs_ossl.c_ecs_ossl.c,ecdsa_sign_setup,ecdsa_sign_setup,0.924569425,E,1
bf_cfb64.c_bf_ofb64.c,BF_cfb64_encrypt,BF_ofb64_encrypt,0.923926615,A,1
apps.c_apps.c,parse_name,parse_name,0.923915368,D,1
apps.c_apps.c,app_get_pass,app_get_pass,0.922864865,E,1
ssl_ciph.c_ssl_ciph.c,ssl_create_cipher_list,ssl_create_cipher_list,0.92264294,E,1
ssl_lib.c_ssl_lib.c,SSL_dup,SSL_dup,0.922445122,D,1
a_d2i_fp.c_a_d2i_fp.c,asn1_d2i_read_bio,asn1_d2i_read_bio,0.921756257,D,1
cbc_enc.c_cbc_enc.c,DES_cbc_encrypt,DES_cbc_encrypt,0.921376641,A,1
ofb64ede.c_ofb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.921301908,A,1
d1_both.c_d1_both.c,dtls1_get_message_fragment,dtls1_get_message_fragment,0.921265391,D,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_add,0.92062251,E,0
v3_pmaps.c_x509_pmaps.c,v2i_POLICY_MAPPINGS,v2i_POLICY_MAPPINGS,0.920517261,B,1
a_mbstr.c_a_mbstr.c,ASN1_mbstring_ncopy,ASN1_mbstring_ncopy,0.92026619,D,1
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.920158989,E,0
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_sqr_arr,BN_GF2m_mod_sqr_arr,0.919834629,A,1
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_point2oct,0.919556295,E,0
ec_mult.c_ec_mult.c,ec_wNAF_mul,ec_wNAF_mul,0.91954611,D,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_dbl,0.919040497,E,0
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_point2oct,0.918867918,E,0
apps.c_apps.c,password_callback,password_callback,0.918635885,C,1
ecp_oct.c_ec2_oct.c,ec_GFp_simple_oct2point,ec_GF2m_simple_point2oct,0.917982718,E,0
ofb64enc.c_ofb64enc.c,DES_ofb64_encrypt,DES_ofb64_encrypt,0.917766994,A,1
cms_pwri.c_cms_pwri.c,CMS_add0_recipient_password,CMS_add0_recipient_password,0.917097831,D,1
rsa_pss.c_rsa_pss.c,RSA_verify_PKCS1_PSS_mgf1,RSA_verify_PKCS1_PSS_mgf1,0.917009366,D,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_dbl,0.916996112,E,0
pem_seal.c_pem_seal.c,PEM_SealInit,PEM_SealInit,0.916903217,D,1
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_oct2point,ec_GFp_simple_point2oct,0.916262993,E,0
bn_exp.c_bn_exp2.c,BN_mod_exp_mont,BN_mod_exp2_mont,0.916228391,E,0
ocsp.c_ocsp.c,process_responder,process_responder,0.916100507,B,1
asn1_gen.c_asn1_gen.c,ASN1_generate_v3,ASN1_generate_v3,0.915870401,B,1
v3_info.c_x509_info.c,i2v_AUTHORITY_INFO_ACCESS,i2v_AUTHORITY_INFO_ACCESS,0.915802482,E,1
s23_clnt.c_ssl_pkt.c,ssl23_connect,ssl3_dispatch_alert,0.915736022,E,0
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_cmp,0.915574994,E,0
ca.c_ca.c,certify,certify_cert,0.91542055,E,0
pvkfmt.c_pvkfmt.c,i2b_PVK,i2b_PVK,0.91418019,E,1
cms_env.c_cms_env.c,cms_RecipientInfo_ktri_decrypt,cms_RecipientInfo_ktri_decrypt,0.913852819,E,1
bn_sqrt.c_bn_sqrt.c,BN_mod_sqrt,BN_mod_sqrt,0.913700161,D,1
cms_smime.c_cms_smime.c,CMS_verify,CMS_verify,0.913503715,E,1
d1_both.c_d1_both.c,dtls1_get_message,dtls1_get_message,0.913160505,D,1
v3_alt.c_x509_alt.c,v2i_issuer_alt,v2i_subject_alt,0.912543685,E,0
s_cb.c_s_cb.c,msg_cb,msg_cb,0.912344103,D,1
ca.c_ca.c,certify_cert,certify,0.912253417,E,0
tasn_enc.c_tasn_enc.c,asn1_ex_i2c,asn1_ex_i2c,0.912169752,D,1
pk7_doit.c_pk7_doit.c,pkcs7_decrypt_rinfo,pkcs7_encode_rinfo,0.912134103,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.911725731,E,0
s23_clnt.c_d1_pkt.c,ssl23_connect,dtls1_dispatch_alert,0.911720288,E,0
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_set_compressed_coordinates,0.911638227,E,0
ech_ossl.c_ech_key.c,ecdh_compute_key,ecdh_compute_key,0.911387786,B,1
cms_sd.c_cms_sd.c,cms_SignerInfo_content_sign,cms_SignerInfo_content_sign,0.91052823,D,1
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_add,0.910480568,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_set_compressed_coordinates,0.910431196,E,0
tasn_enc.c_tasn_enc.c,ASN1_item_ex_i2d,ASN1_item_ex_i2d,0.910416341,E,1
d1_srtp.c_ssl_tlsext.c,ssl_parse_serverhello_use_srtp_ext,tlsext_srtp_client_parse,0.910146006,E,0
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_oct2point,0.909744759,E,0
conf_def.c_conf_def.c,str_copy,str_copy,0.90936415,E,1
v3_cpols.c_x509_cpols.c,policy_section,policy_section,0.908694265,C,1
pcy_node.c_pcy_node.c,level_add_node,level_add_node,0.908598345,D,1
ofb64enc.c_ofb64ede.c,DES_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.908417417,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_set_compressed_coordinates,0.908317373,E,0
passwd.c_passwd.c,do_passwd,do_passwd,0.908250764,D,1
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_256,0.907777658,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.907410626,E,0
enc_writ.c_enc_writ.c,DES_enc_write,DES_enc_write,0.907132335,A,1
cfb64enc.c_cfb64enc.c,DES_cfb64_encrypt,DES_cfb64_encrypt,0.906620422,A,1
c_cfb64.c_c_ofb64.c,CAST_cfb64_encrypt,CAST_ofb64_encrypt,0.905865932,A,1
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_oct2point,0.905693648,E,0
s3_clnt.c_ssl_clnt.c,ssl3_get_server_certificate,ssl3_get_server_certificate,0.905631014,E,1
ofb_enc.c_ofb_enc.c,DES_ofb_encrypt,DES_ofb_encrypt,0.904980089,A,1
ofb64ede.c_ofb64enc.c,DES_ede3_ofb64_encrypt,DES_ofb64_encrypt,0.904757837,E,0
s_server.c_s_server.c,init_ssl_connection,init_ssl_connection,0.904192087,A,1
rsa_pss.c_rsa_pss.c,RSA_padding_add_PKCS1_PSS_mgf1,RSA_verify_PKCS1_PSS_mgf1,0.904108274,E,0
cms_pwri.c_cms_pwri.c,cms_RecipientInfo_pwri_crypt,cms_RecipientInfo_pwri_crypt,0.903521827,D,1
ede_cbcm_enc.c_ede_cbcm_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbcm_encrypt,0.90350654,A,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.902880501,E,0
des_enc.c_cbc_enc.c,DES_ncbc_encrypt,DES_cbc_encrypt,0.90276646,A,1
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_add,0.902080107,E,0
s23_clnt.c_d1_pkt.c,ssl23_get_server_hello,dtls1_dispatch_alert,0.901959123,E,0
s23_clnt.c_ssl_pkt.c,ssl23_get_server_hello,ssl3_dispatch_alert,0.901926045,E,0
tasn_dec.c_tasn_dec.c,ASN1_item_ex_d2i,asn1_item_ex_d2i,0.901755104,E,0
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ncbc_encrypt,0.901314404,A,1
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_reassemble_fragment,0.901081285,D,1
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ncbc_encrypt,0.900639723,A,1
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_oct2point,ec_GF2m_simple_add,0.900507968,E,0
ecs_ossl.c_ecs_ossl.c,ecdsa_do_verify,ecdsa_do_verify,0.900246588,E,1
gost_pmeth.c_gost89imit_pmeth.c,pkey_gost_mac_ctrl,pkey_gost_mac_ctrl,0.898661726,D,1
verify.c_verify.c,check,check,0.898405965,E,1
cms_sd.c_cms_sd.c,CMS_SignerInfo_sign,CMS_SignerInfo_sign,0.897195811,D,1
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_point2oct,0.896612251,E,0
bn_exp2.c_bn_exp.c,BN_mod_exp2_mont,BN_mod_exp_mont_internal,0.895740611,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_dbl,0.895584774,E,0
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_group_set_curve,0.895304247,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_encrypt_ctr32,0.89501745,E,0
xcbc_enc.c_xcbc_enc.c,DES_xcbc_encrypt,DES_xcbc_encrypt,0.894616728,A,1
txt_db.c_txt_db.c,TXT_DB_free,TXT_DB_free,0.894290777,D,1
speed.c_speed.c,do_multi,do_multi,0.893781213,E,1
set_key.c_set_key.c,DES_set_key_unchecked,DES_set_key_unchecked,0.891538745,A,1
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_point2oct,0.89147412,E,0
p12_key.c_p12_key.c,PKCS12_key_gen_uni,PKCS12_key_gen_uni,0.891460606,C,1
e_aes.c_e_aes.c,aes_gcm_ctrl,aes_gcm_ctrl,0.891232943,D,1
ofb_enc.c_cfb_enc.c,DES_ofb_encrypt,DES_cfb_encrypt,0.891197475,E,0
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_oct2point,0.891105516,E,0
ts_conf.c_ocspcheck.c,TS_CONF_load_certs,read_fullchain,0.89107885,E,0
cfb64ede.c_cfb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.890514862,A,1
txt_db.c_txt_db.c,TXT_DB_write,TXT_DB_write,0.890440794,A,1
bn_nist.c_bn_nist.c,BN_nist_mod_224,BN_nist_mod_384,0.889836518,E,0
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_dbl,ec_GF2m_simple_is_on_curve,0.888906003,E,0
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ncbc_encrypt,0.888631485,E,0
ts_rsp_sign.c_ts_rsp_sign.c,TS_RESP_set_genTime_with_precision,TS_RESP_set_genTime_with_precision,0.88737968,E,1
s_cb.c_s_cb.c,generate_cookie_callback,generate_cookie_callback,0.886788998,B,1
cfb64enc.c_cfb64ede.c,DES_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.886759282,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.886739759,E,0
s_server.c_s_server.c,www_body,www_body,0.886428325,D,1
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_decrypt_ctr32,0.885966366,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_decrypt_ccm64,0.885184504,E,0
d1_srtp.c_ssl_tlsext.c,ssl_add_clienthello_use_srtp_ext,tlsext_srtp_server_parse,0.885086696,E,0
bn_exp.c_bn_exp.c,BN_mod_exp_mont,BN_mod_exp_mont_word,0.885058794,E,0
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_set_compressed_coordinates,0.885056798,E,0
ede_cbcm_enc.c_des_enc.c,DES_ede3_cbcm_encrypt,DES_ncbc_encrypt,0.885053963,E,0
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_ctrl,pkey_rsa_ctrl,0.885028042,D,1
xcbc_enc.c_cbc_enc.c,DES_xcbc_encrypt,DES_cbc_encrypt,0.884964345,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_set_compressed_coordinates,0.884301238,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_add,0.883352316,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_encrypt_ccm64,0.882967458,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_oct2point,0.882780076,E,0
s_cb.c_s_cb.c,verify_cookie_callback,verify_cookie_callback,0.881880877,C,1
bn_nist.c_bn_nist.c,BN_nist_mod_224,BN_nist_mod_256,0.881796924,E,1
