file_name,openssl_101f,libressl_3,sim_value,ABCDE,0 or 1,vulseeker,gemini,kaist,ufbls,safe
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_encrypt,0.967011341,E,0,0.540565908,0.973362649,0.816802856,"0.996399
","0.91420066
"
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_encrypt_ccm64,0.882967458,E,0,0.749657214,0.958395939,0.797706757,"0.985234
","0.91437465
"
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_decrypt,0.87124959,E,0,0.431865692,0.989511992,0.791101721,"0.9445066
","0.9392358
"
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_decrypt_ccm64,0.971826145,B,1,0.530062556,0.991248313,0.914712646,"0.9976872
","0.98844206
"
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_encrypt,0.858507359,E,0,0.468242645,0.975257969,0.742459197,"0.93685746
","0.87161106
"
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_encrypt_ccm64,0.973134175,B,1,0.766092956,0.962691537,0.798773956,"0.984905
","0.94092095
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_decrypt,0.971224233,A,1,0.528510511,0.99522358,0.848004278,"0.99659306
","0.91787857
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_decrypt_ccm64,0.876556645,E,0,0.361880988,0.994073252,0.768082309,"0.9572311
","0.8874422
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_encrypt,0.972141439,A,1,0.502166867,0.987924113,0.919900579,"0.99937624
","0.995521
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_encrypt_ccm64,0.874653529,D,1,0.701016009,0.975000881,0.836116602,"0.98214066
","0.91256106
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_decrypt,0.868289791,E,0,0.551435232,0.996571674,0.821513313,"0.96754456
","0.9497022
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_decrypt_ccm64,0.972128021,D,1,0.691020012,0.994474963,0.847096401,"0.9960878
","0.9489001
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_encrypt,0.855918009,E,0,0.541406095,0.990540648,0.831470317,"0.965221
","0.91580164
"
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_encrypt_ccm64,0.974594766,A,1,0.82389307,0.985882229,0.921880653,"0.9966334
","0.9783765
"
ctr128.c_ctr128.c,CRYPTO_ctr128_encrypt_ctr32,CRYPTO_ctr128_encrypt_ctr32,0.964508699,A,1,0.921812654,1,1,"0.99999994
","0.99999994
"
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_aad,0.998227317,A,1,0.972504497,1,0.987588652,"1.0000001
","1.0
"
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_decrypt_ctr32,0.885966366,E,0,0.726722598,0.980701313,0.744594312,"0.9003183
","0.7403665
"
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_encrypt_ctr32,0.89501745,E,0,0.950697243,0.977990999,0.769183092,"0.9754971
","0.81289595
"
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_setiv,0.873602795,E,0,0.900659144,0.95811768,0.742201441,"0.9620804
","0.87614346
"
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_aad,0.867840129,E,0,0.647351444,0.980701313,0.737502113,"0.9003183
","0.7403665
"
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_decrypt_ctr32,0.971444954,E,1,0.85940063,1,1,"1.0
","0.9999999
"
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_encrypt_ctr32,0.97091268,E,0,0.694687486,0.998108925,0.939644308,"0.9685569
","0.94177014
"
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_setiv,0.810985231,E,0,0.744915009,0.97689827,0.750232896,"0.8594126
","0.755236
"
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_aad,0.876395607,E,0,0.896507978,0.977990999,0.744360397,"0.9754971
","0.81289595
"
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_decrypt_ctr32,0.971253873,E,0,0.761745512,0.998108925,0.957374804,"0.9685569
","0.94177014
"
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_encrypt_ctr32,0.974072343,E,1,0.905926824,1,0.982269504,"0.99999994
","1.0
"
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_setiv,0.812761429,E,0,0.820366442,0.982667616,0.735369273,"0.94352597
","0.7393375
"
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_aad,0.867719885,E,0,0.504027247,0.95811768,0.749040347,"0.9620804
","0.87614346
"
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_decrypt_ctr32,0.824880493,E,0,0.842880726,0.97689827,0.749219725,"0.8594126
","0.755236
"
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_encrypt_ctr32,0.826458685,E,0,0.592213571,0.982667616,0.742714764,"0.94352597
","0.7393375
"
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_setiv,0.98889188,E,1,0.664677501,1,0.996960486,"0.9999999
","1.0000001
"
xts128.c_xts128.c,CRYPTO_xts128_encrypt,CRYPTO_xts128_encrypt,0.957076448,E,1,0.759529114,0.990227196,0.85864496,"0.99478364
","0.99213296
"
a_bytes.c_a_bitstr.c,d2i_ASN1_bytes,c2i_ASN1_BIT_STRING,0.878997657,E,0,0.816906691,0.943694108,0.475451091,"0.54390675
","0.6791739
"
a_bytes.c_a_int.c,d2i_ASN1_bytes,c2i_ASN1_INTEGER,0.85696017,E,0,0.992293358,0.992138724,0.582635008,"0.6068126
","0.7317729
"
a_bytes.c_a_int.c,d2i_ASN1_bytes,d2i_ASN1_UINTEGER,0.833737712,E,0,0.069054283,0.962085467,0.431853634,"0.92412984
","0.6672714
"
a_bytes.c_a_int.c,d2i_ASN1_type_bytes,c2i_ASN1_INTEGER,0.842420081,E,0,0.210843742,0.969914332,0.44595656,"0.67348164
","0.609426
"
a_bytes.c_a_int.c,d2i_ASN1_type_bytes,d2i_ASN1_UINTEGER,0.824815034,,0,0.541048229,0.978365656,0.858892417,"0.6833718
","0.8241984
"
a_int.c_a_bitstr.c,d2i_ASN1_UINTEGER,c2i_ASN1_BIT_STRING,0.862646018,E,0,0.44119817,0.984394222,0.77594274,"0.47935644
","0.87220716
"
a_int.c_a_int.c,d2i_ASN1_UINTEGER,c2i_ASN1_INTEGER,0.958572812,E,0,0.00666343,0.987071932,0.498890627,"0.5058327
","0.7661133
"
a_int.c_a_int.c,d2i_ASN1_UINTEGER,d2i_ASN1_UINTEGER,0.937075379,B,1,0.811432898,0.986133746,0.844240019,"0.94236493
","0.92278194
"
ec_asn1.c_ec_asn1.c,d2i_ECPrivateKey,d2i_ECPrivateKey,0.962440856,E,1,0.933372021,0.976107326,0.794165224,"0.8179218
","0.91331077
"
pem_pk8.c_pem_pk8.c,d2i_PKCS8PrivateKey_bio,d2i_PKCS8PrivateKey_bio,0.943592113,C,1,0.843620956,0.96779852,0.902108011,"0.76141804
","0.8657443
"
d2i_pr.c_d2i_pr.c,d2i_PrivateKey,d2i_PrivateKey,0.965790379,E,1,0.36834541,0.998306496,0.943109985,"0.90091634
","0.97570753
"
n_pkey.c_n_pkey.c,d2i_RSA_NET,d2i_RSA_NET,0.989568246,C,1,0.744109571,0.985188679,0.913128287,"0.9703305
","0.983755
"
n_pkey.c_n_pkey.c,d2i_RSA_NET_2,d2i_RSA_NET_2,0.992763605,C,1,0,0,0,"0
",0
conf_def.c_conf_def.c,def_load_bio,def_load_bio,0.972983025,D,1,0.999315739,0.998442462,0.934854941,"0.9978176
","0.9086631
"
cbc_enc.c_cbc_enc.c,DES_cbc_encrypt,DES_cbc_encrypt,0.921376641,A,1,0,0.993311516,0,"0.99795043
",0
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ede3_cbc_encrypt,0.858814412,E,0,0,0.991913841,0,"0.9989622
",0
cbc_enc.c_ede_cbcm_enc.c,DES_cbc_encrypt,DES_ede3_cbcm_encrypt,0.862989433,E,0,0,0.981733683,0,"0.9901749
",0
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ncbc_encrypt,0.901314404,A,1,0,0.99161696,0,"0.9989442
",0
cbc_enc.c_xcbc_enc.c,DES_cbc_encrypt,DES_xcbc_encrypt,0.862156982,E,0,0,0.992795085,0,"0.9972723
",0
cfb_enc.c_cfb_enc.c,DES_cfb_encrypt,DES_cfb_encrypt,0.92847185,A,1,0.989815295,0.994718256,0.851217115,"0.9935752
","0.9562589
"
cfb_enc.c_ofb_enc.c,DES_cfb_encrypt,DES_ofb_encrypt,0.84819335,E,0,0,0.994437864,0,"0.99207336
",0
e_des.c_e_des.c,des_cfb1_cipher,des_cfb1_cipher,0.98647245,A,1,0.346122533,0.988677343,0.842009893,"0.9972065
","0.9563028
"
cfb64enc.c_cfb64enc.c,DES_cfb64_encrypt,DES_cfb64_encrypt,0.906620422,A,1,0.363388956,0.982570535,0.883229503,"0.9897086
","0.98861337
"
cfb64enc.c_ede_cbcm_enc.c,DES_cfb64_encrypt,DES_ede3_cbcm_encrypt,0.812535708,E,0,0,0.978816473,0,"0.9344407
",0
cfb64enc.c_cfb64ede.c,DES_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.886759282,E,0,0.634769022,0.986298751,0.88330266,"0.97578424
","0.97237176
"
cfb64enc.c_ofb64ede.c,DES_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.827352826,E,0,0.52175796,0.966964389,0.768095082,"0.8921032
","0.9012537
"
cfb64enc.c_des_enc.c,DES_cfb64_encrypt,DES_ncbc_encrypt,0.81018283,E,0,0.004492333,0.970554292,0.605972445,"0.96308005
","0.8705244
"
cfb64enc.c_ofb64enc.c,DES_cfb64_encrypt,DES_ofb64_encrypt,0.837081573,E,0,0.615786254,0.967464075,0.767088619,"0.87906617
","0.8856716
"
cfb64enc.c_xcbc_enc.c,DES_cfb64_encrypt,DES_xcbc_encrypt,0.811359689,E,0,-0.048243321,0.967873963,0.625739423,"0.952889
","0.8667674
"
des_enc.c_cbc_enc.c,DES_ede3_cbc_encrypt,DES_cbc_encrypt,0.865934644,E,0,0,0.987782928,0,"0.9941477
",0
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbc_encrypt,0.926186961,A,1,0.905268967,0.996796213,0.928435363,"0.99888563
","0.9898039
"
des_enc.c_ede_cbcm_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbcm_encrypt,0.839522017,E,0,0,0.990625796,0,"0.98435175
",0
des_enc.c_cfb64ede.c,DES_ede3_cbc_encrypt,DES_ede3_cfb64_encrypt,0.825298677,E,0,0.149340436,0.974517104,0.661580433,"0.9840889
","0.9233927
"
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ncbc_encrypt,0.864090451,E,0,0.928083837,0.996413264,0.913574608,"0.9985228
","0.9624904
"
des_enc.c_xcbc_enc.c,DES_ede3_cbc_encrypt,DES_xcbc_encrypt,0.823058389,E,0,0.913441062,0.996224682,0.863244513,"0.9945516
","0.9394364
"
ede_cbcm_enc.c_cbc_enc.c,DES_ede3_cbcm_encrypt,DES_cbc_encrypt,0.877170486,E,0,0,0.976460475,0,"0.76043564
",0
ede_cbcm_enc.c_cfb64enc.c,DES_ede3_cbcm_encrypt,DES_cfb64_encrypt,0.812700096,E,0,0,0.934174595,0,"0.8027247
",0
ede_cbcm_enc.c_des_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbc_encrypt,0.854074337,E,0,0,0.972832615,0,"0.73376256
",0
ede_cbcm_enc.c_ede_cbcm_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbcm_encrypt,0.90350654,A,1,0,0.95829468,0,"0.7372323
",0
ede_cbcm_enc.c_des_enc.c,DES_ede3_cbcm_encrypt,DES_ncbc_encrypt,0.885053963,E,0,0,0.971462238,0,"0.7273413
",0
ede_cbcm_enc.c_xcbc_enc.c,DES_ede3_cbcm_encrypt,DES_xcbc_encrypt,0.851895233,E,0,0,0.975581226,0,"0.7289754
",0
cfb64ede.c_des_enc.c,DES_ede3_cfb_encrypt,DES_ede3_cbc_encrypt,0.80053763,E,0,0.972995043,0.924191576,0.700602939,"0.95100284
","0.8978261
"
cfb64ede.c_cfb64ede.c,DES_ede3_cfb_encrypt,DES_ede3_cfb_encrypt,0.857518287,A,1,0.99096179,0.916389074,0.925920168,"0.9676223
","0.9795961
"
cfb64ede.c_cfb64enc.c,DES_ede3_cfb64_encrypt,DES_cfb64_encrypt,0.869746745,E,0,0.458239496,0.980903095,0.87842923,"0.980291
","0.94110364
"
cfb64ede.c_des_enc.c,DES_ede3_cfb64_encrypt,DES_ede3_cbc_encrypt,0.836025522,E,0,0.173929155,0.968616993,0.609834954,"0.9805375
","0.9053605
"
cfb64ede.c_cfb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.890514862,A,1,0.449118495,0.985027139,0.883241647,"0.98434377
","0.9741107
"
cfb64ede.c_ofb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.86688563,E,0,0.424687743,0.965348508,0.766170836,"0.8907226
","0.8956403
"
cfb64ede.c_ofb64enc.c,DES_ede3_cfb64_encrypt,DES_ofb64_encrypt,0.845171319,E,0,0.549802899,0.966250553,0.76384317,"0.88265246
","0.88507825
"
ofb64ede.c_cfb64enc.c,DES_ede3_ofb64_encrypt,DES_cfb64_encrypt,0.81519353,E,0,0.317938924,0.985080298,0.69411717,"0.94756514
","0.91917235
"
ofb64ede.c_cfb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.8307913,E,0,0.414797813,0.983635095,0.693699433,"0.9495751
","0.9273276
"
ofb64ede.c_ofb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.921301908,A,1,0.636463523,0.99366118,0.855543368,"0.994563
","0.95295775
"
ofb64ede.c_ofb64enc.c,DES_ede3_ofb64_encrypt,DES_ofb64_encrypt,0.904757837,E,0,0.769134998,0.99282833,0.855852484,"0.98681164
","0.9662279
"
enc_read.c_enc_writ.c,DES_enc_read,DES_enc_write,0.851833011,E,0,0,0.96071758,0,"0.85858303
",0
enc_writ.c_enc_writ.c,DES_enc_write,DES_enc_write,0.907132335,A,1,0,0.993549026,0,"0.987308
",0
des_enc.c_cbc_enc.c,DES_ncbc_encrypt,DES_cbc_encrypt,0.90276646,A,1,0,0.991297056,0,"0.99536836
",0
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ede3_cbc_encrypt,0.857424635,E,0,0.95325762,0.996924705,0.902917025,"0.9991464
","0.9626331
"
des_enc.c_ede_cbcm_enc.c,DES_ncbc_encrypt,DES_ede3_cbcm_encrypt,0.871724013,E,0,0,0.988867436,0,"0.98784715
",0
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ncbc_encrypt,0.900639723,A,1,0.948796511,0.997049504,0.91678419,"0.9992132
","0.98725003
"
des_enc.c_xcbc_enc.c,DES_ncbc_encrypt,DES_xcbc_encrypt,0.865417672,E,0,0.952029288,0.996670383,0.849839728,"0.9962226
","0.95448685
"
ofb_enc.c_cfb_enc.c,DES_ofb_encrypt,DES_cfb_encrypt,0.891197475,E,0,0,0.991781691,0,"0.9781555
",0
ofb_enc.c_cfb64enc.c,DES_ofb_encrypt,DES_cfb64_encrypt,0.804149431,E,0,0,0.9767326,0,"0.9738256
",0
ofb_enc.c_ofb_enc.c,DES_ofb_encrypt,DES_ofb_encrypt,0.904980089,A,1,0,0.993900765,0,"0.9969942
",0
ofb_enc.c_ofb64enc.c,DES_ofb_encrypt,DES_ofb64_encrypt,0.801431907,E,0,0,0.968319722,0,"0.9265434
",0
ofb64enc.c_cfb64enc.c,DES_ofb64_encrypt,DES_cfb64_encrypt,0.840223023,E,0,0.076018296,0.984896543,0.693850669,"0.9449178
","0.90759736
"
ofb64enc.c_cfb64ede.c,DES_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.823607639,E,0,0.194196194,0.983428415,0.693734106,"0.9532558
","0.9202923
"
ofb64enc.c_ofb64ede.c,DES_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.908417417,E,0,0.559667766,0.994086848,0.855380469,"0.9941635
","0.9618005
"
ofb64enc.c_ofb64enc.c,DES_ofb64_encrypt,DES_ofb64_encrypt,0.917766994,A,1,0.343721181,0.993481967,0.855533142,"0.99722636
","0.97933984
"
qud_cksm.c_qud_cksm.c,DES_quad_cksum,DES_quad_cksum,0.938158577,A,1,0,0.982830483,0,"0.99778646
",0
set_key.c_set_key.c,DES_set_key_unchecked,DES_set_key_unchecked,0.891538745,A,1,0.607730508,0.999990935,0.980679829,"0.99850816
","1.0000001
"
xcbc_enc.c_cbc_enc.c,DES_xcbc_encrypt,DES_cbc_encrypt,0.884964345,E,0,0,0.988993887,0,"0.9974282
",0
xcbc_enc.c_cfb64enc.c,DES_xcbc_encrypt,DES_cfb64_encrypt,0.811400688,E,0,0.232374713,0.970166672,0.625831272,"0.9783919
","0.8552018
"
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ede3_cbc_encrypt,0.838611847,E,0,0.94668901,0.994774923,0.835437045,"0.9996092
","0.9421788
"
xcbc_enc.c_ede_cbcm_enc.c,DES_xcbc_encrypt,DES_ede3_cbcm_encrypt,0.863745125,E,0,0,0.98837567,0,"0.9904111
",0
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ncbc_encrypt,0.888631485,E,0,0.939227641,0.994337514,0.819785488,"0.9996241
","0.96098125
"
xcbc_enc.c_xcbc_enc.c,DES_xcbc_encrypt,DES_xcbc_encrypt,0.894616728,A,1,0.942472756,0.995850016,0.8806078,"0.9981942
","0.9908574
"
bss_dgram.c_bss_dgram.c,dgram_ctrl,dgram_ctrl,0.969037999,B,1,0.993715882,0.999153264,0.915871277,"0.32071453
","0.9108922
"
dh_ameth.c_dh_ameth.c,dh_priv_decode,dh_priv_decode,0.977416983,C,1,0.781317711,0.985144884,0.873518852,"0.66918564
","0.895468
"
dh_ameth.c_dh_ameth.c,dh_priv_decode,dh_pub_decode,0.836859067,E,0,0.612200558,0.973175026,0.853891085,"0.81626236
","0.9172103
"
dh_ameth.c_dh_ameth.c,dh_pub_decode,dh_priv_decode,0.855179955,E,0,0.834323823,0.969249052,0.870980652,"0.70567644
","0.8531723
"
dh_ameth.c_dh_ameth.c,dh_pub_decode,dh_pub_decode,0.979270262,D,1,0.684141338,0.963655603,0.876556342,"0.8873209
","0.93121845
"
ca.c_ca.c,do_body,do_body,0.963530461,E,1,0.998863697,0.954986842,0.873974231,"0
","0.9809337
"
a_strex.c_a_strex.c,do_buf,do_buf,0.944789686,B,1,0.914032817,0.636155348,0.633715253,"0.9417512
","0.85538226
"
openssl.c_openssl.c,do_cmd,do_cmd,0.961905819,A,1,0.992010117,0.991978299,0.946224915,"0.98579717
","0.9674279
"
dh_ameth.c_dh_ameth.c,do_dh_print,do_dh_print,0.989005331,D,1,0.834847987,0.976493967,0.923419469,"0.99346143
","0.98946273
"
ec_ameth.c_ec_ameth.c,do_EC_KEY_print,do_EC_KEY_print,0.940720815,B,1,0.948435187,0.884534123,0.889364521,"0.9752179
","0.9554007
"
v3_conf.c_x509_conf.c,do_ext_nconf,do_ext_nconf,0.998576364,E,1,0.954142928,0.998178995,0.9576625,"0.9367627
","0.957908
"
dgst.c_dgst.c,do_fp,do_fp,0.98897044,A,1,0.907243013,0.98245012,0.888672909,"0.92804605
","0.989139
"
asn1pars.c_asn1pars.c,do_generate,do_generate,0.983955212,A,1,0,0,0,"0
",0
speed.c_speed.c,do_multi,do_multi,0.893781213,E,1,0,0,0,"0
",0
a_strex.c_a_strex.c,do_name_ex,do_name_ex,0.972981016,A,1,0.98125869,0.966881299,0.938091637,"0.9931839
","0.9962008
"
v3_alt.c_x509_alt.c,do_othername,do_othername,0.968601212,B,1,0,0,0,"0
",0
passwd.c_passwd.c,do_passwd,do_passwd,0.908250764,D,1,0.989272296,0.439225621,0.937935389,"0
","0.8891456
"
pem_pk8.c_pem_pk8.c,do_pk8pkey,do_pk8pkey,0.925628889,C,1,0.646829069,0.990527844,0.914318468,"0.9857379
","0.951172
"
a_strex.c_a_strex.c,do_print_ex,do_print_ex,0.970574916,A,1,0.943261325,0.98171759,0.93211013,"0.9942504
","0.92622954
"
pvkfmt.c_pvkfmt.c,do_PVK_body,do_PVK_body,0.864711612,D,1,0,0,0,"0
",0
ca.c_ca.c,do_revoke,do_revoke,0.933335695,D,1,0.793339372,0.816219686,0.830991525,"0.881882
","0.9936201
"
m_sigver.c_m_sigver.c,do_sigver_init,do_sigver_init,0.947968727,B,1,0.39839083,0.982686278,0.881783301,"0.7146192
","0.96963954
"
ca.c_ca.c,do_updatedb,do_updatedb,0.984501974,A,1,0,0,0,"0
",0
ca.c_ca.c,do_updatedb,get_certificate_status,0.817056614,E,0,0,0,0,"0
",0
dsa_gen.c_dsa_gen.c,dsa_builtin_paramgen,dsa_builtin_paramgen,0.972005235,B,1,0.998399973,0.977576645,0.852565435,"0.9808345
","0.9381437
"
dsa_ossl.c_dsa_ossl.c,dsa_do_sign,dsa_do_sign,0.933942286,E,1,0,0.940418936,0.84760014,"0.9345712
","0.89486575
"
dsa_ossl.c_dsa_ossl.c,dsa_do_verify,dsa_do_verify,0.989698508,D,1,0,0.981535218,0.918653172,"0.7056976
","0.9464657
"
dsa_ameth.c_dsa_ameth.c,dsa_priv_decode,dsa_priv_decode,0.860337664,E,1,0.872125864,0.976619564,0.801087289,"0.92003477
","0.9349647
"
dsa_ameth.c_dsa_ameth.c,dsa_pub_decode,dsa_priv_decode,0.839237633,E,0,0.574885666,0.875839266,0.816857296,"0.91915035
","0.8877671
"
dsa_ameth.c_dsa_ameth.c,dsa_pub_decode,dsa_pub_decode,0.990060088,D,1,0.687176585,0.972041678,0.910051924,"0.91212374
","0.94122744
"
dsa_ameth.c_dsa_ameth.c,dsa_sig_print,dsa_sig_print,0.972795891,D,1,0.86593169,0.98805935,0.921486012,"0.9034978
","0.9168126
"
dsa_ossl.c_dsa_ossl.c,dsa_sign_setup,dsa_sign_setup,0.974457635,E,1,0,0.956843793,0.711966364,"0.7819063
","0.9053466
"
d1_both.c_d1_both.c,dtls1_buffer_message,dtls1_buffer_message,0.972739849,D,1,0.450177163,0.933375314,0.739528348,"0.9042521
","0.85630107
"
d1_clnt.c_ssl_clnt.c,dtls1_connect,ssl3_connect,0.824561076,E,0,0.996257782,0.995557012,0.780758434,"0
","0.93336153
"
d1_pkt.c_d1_pkt.c,dtls1_dispatch_alert,dtls1_dispatch_alert,0.968314772,A,1,0,0.979498853,0.860689228,"0.88741004
","0.7364684
"
d1_pkt.c_ssl_pkt.c,dtls1_dispatch_alert,ssl3_dispatch_alert,0.968420909,E,0,0.885443151,0.999229887,0.932391936,"0.88438666
","0.6262875
"
d1_both.c_d1_both.c,dtls1_do_write,dtls1_do_write,0.837221107,E,1,0.986430287,0.947151262,0.851930103,"0.8887468
","0.91357636
"
d1_both.c_d1_both.c,dtls1_get_message,dtls1_get_message,0.913160505,D,1,0.094647355,0.340875817,0.367020156,"0.84212625
","0.521013
"
d1_both.c_d1_both.c,dtls1_get_message_fragment,dtls1_get_message_fragment,0.921265391,D,1,0,0,0,"0
",0
d1_both.c_d1_both.c,dtls1_process_out_of_seq_message,dtls1_process_out_of_seq_message,0.940877714,B,1,0,0,0,"0
",0
d1_both.c_d1_both.c,dtls1_process_out_of_seq_message,dtls1_reassemble_fragment,0.830218748,E,0,0,0,0,"0
",0
d1_pkt.c_d1_pkt.c,dtls1_read_bytes,dtls1_read_bytes,0.837974274,E,1,0,0.982981711,0.916402448,"0.903347
","0.8992396
"
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_process_out_of_seq_message,0.823410687,E,0,0,0,0,"0
",0
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_reassemble_fragment,0.901081285,D,1,0.980318666,0.988084132,0.813665802,"0.98028696
","0.9651385
"
d1_both.c_d1_both.c,dtls1_retransmit_message,dtls1_retransmit_message,0.857762994,E,1,0.573028505,0.950364836,0.812158858,"0.9795551
","0.87025553
"
d1_both.c_d1_both.c,dtls1_retrieve_buffered_fragment,dtls1_retrieve_buffered_fragment,0.983585729,C,1,0,0,0,"0
",0
d1_srvr.c_ssl_srvr.c,dtls1_send_newsession_ticket,ssl3_send_newsession_ticket,0.841947063,E,0,0.064438134,0.942803292,0.624344758,"0.23930949
","0.8935536
"
pkcs12.c_pkcs12.c,dump_certs_keys_p12,dump_certs_keys_p12,0.995775613,A,1,0.232648268,0.996603898,0.794542845,"0.98765963
","0.96894985
"
pkcs12.c_p12_npas.c,dump_certs_keys_p12,newpass_p12,0.81692245,E,0,0,0,0,"0
",0
pkcs12.c_p12_kiss.c,dump_certs_keys_p12,parse_pk12,0.874703051,E,0,0,0,0,"0
",0
pkcs12.c_pkcs12.c,dump_certs_pkeys_bag,dump_certs_pkeys_bag,0.955865338,C,1,0.942990661,1,0.994680851,"1.0
","0.9997782
"
ec_asn1.c_ec_asn1.c,ec_asn1_group2curve,ec_asn1_group2curve,0.989760603,D,1,0,0,0,"0
",0
ec_asn1.c_ec_asn1.c,ec_asn1_group2fieldid,ec_asn1_group2fieldid,0.981907212,C,1,0,0,0,"0
",0
ec_asn1.c_ec_asn1.c,ec_asn1_group2parameters,ec_asn1_group2parameters,0.991073982,D,1,0,0,0,"0
",0
ec_asn1.c_ec_asn1.c,ec_asn1_parameters2group,ec_asn1_parameters2group,0.970942635,D,1,0,0,0,"0
",0
ec2_mult.c_ec2_mult.c,ec_GF2m_montgomery_point_multiply,ec_GF2m_montgomery_point_multiply,0.976021335,D,1,0.996201932,0.982036179,0.795761686,"0.98369265
","0.9593606
"
ec2_smpl.c_ec2_smpl.c,ec_GF2m_simple_add,ec_GF2m_simple_add,0.979229153,B,1,0.983068168,0.98921659,0.931518712,"0.97114474
","0.96703726
"
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_oct2point,0.891105516,E,0,0.938091815,0.991605589,0.744565848,"0.73097616
","0.60062987
"
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_point2oct,0.87269162,E,0,0.992367446,0.984329802,0.672717421,"0.3286222
","0.67961735
"
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_set_compressed_coordinates,0.911638227,E,0,0.985913217,0.989837236,0.802816286,"0.95153946
","0.90857846
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_add,0.838279438,E,0,0.986927271,0.977254244,0.782376294,"0.8861564
","0.8410468
"
