file_name,openssl_101f,libressl_3,sim_value,vulseeker,safe,kaist,A_var_code_cf,B_var_code_CF,C_var_CODE_cf,D_var_CODE_CF,E_VAR
pkcs7.c_pkcs8.c,pkcs7_main,pkcs8_main,0.13310554,0,0,0.631900617,,,,,
sess_id.c_sess_id.c,sess_id_main,sess_id_main,0.812756943,0,0,0.631610837,,,,,
set_key.c_set_key.c,DES_set_key_unchecked,DES_set_key_unchecked,0.783077491,0.553409636,0.8807965,0.855485555,1,,,,
s_client.c_s_client.c,s_client_main,s_client_main,0.548661417,0,0,0.630346602,,,,,
pkcs7.c_pkcs7.c,pkcs7_main,pkcs7_main,0.851857849,0,0,0.629965374,,,,,
dgst.c_dgst.c,dgst_main,dgst_main,0.64289323,0,0,0.62969373,,,,,
ca.c_ca.c,make_revocation_str,make_revocation_str,0.708527266,0.818173468,0.839655,0.629180176,,,,1,
ecparam.c_ecparam.c,ecparam_main,ecparam_main,0.887398504,0,0,0.629124499,,,,,
e_aes.c_e_aes.c,aes_gcm_ctrl,aes_gcm_ctrl,0.782465885,0.972459376,0.74396324,0.628350181,,,,1,
ca.c_ca.c,do_revoke,do_revoke,0.866671391,0.971963584,0.6912477,0.627387652,,,,1,
ec.c_enc.c,ec_main,enc_main,0.126296041,0,0,0.624831967,,,,,
pkcs12.c_pkcs12.c,pkcs12_main,pkcs12_main,0.83625028,0,0,0.623303974,,,,,
asn1pars.c_asn1pars.c,asn1parse_main,asn1parse_main,0.888964921,0,0,0.622272324,,,,,
rsa.c_rsa.c,rsa_main,rsa_main,0.824978237,0,0,0.62148637,,,,,
d1_both.c_d1_both.c,dtls1_buffer_message,dtls1_buffer_message,0.945479699,0.243931711,0.84847265,0.618782016,,,,1,
gost_ameth.c_gostr341001_ameth.c,pub_encode_gost01,pub_encode_gost01,0.66676431,0,0.80886364,0.612529825,,,,,1
ocsp.c_ocsp.c,ocsp_main,ocsp_main,0.63083159,0,0,0.610441261,,,,,
pkcs8.c_pkcs7.c,pkcs8_main,pkcs7_main,0.101294396,0,0,0.608848965,,,,,
s3_both.c_ssl_both.c,ssl3_output_cert_chain,ssl3_output_cert_chain,0.126702814,0.722664475,0.5731879,0.606498158,,,,,1
tasn_fre.c_tasn_fre.c,asn1_item_combine_free,asn1_item_combine_free,0.674173166,0.980553329,0.8277265,0.603126506,,,,,1
p12_mutl.c_p12_mutl.c,PKCS12_gen_mac,PKCS12_gen_mac,0.995056193,0.705552995,0.7781432,0.601455624,,,,1,
rc2ofb64.c_rc2cfb64.c,RC2_ofb64_encrypt,RC2_cfb64_encrypt,0.849542128,0.658451259,0.80372244,0.600000677,,,,,1
i_ofb64.c_i_cfb64.c,idea_ofb64_encrypt,idea_cfb64_encrypt,0.737694133,0.218537241,0.811252,0.599153581,,,,,1
pkcs8.c_pkcs8.c,pkcs8_main,pkcs8_main,0.810819257,0,0,0.598982385,,,,,
asn_mime.c_asn_mime.c,SMIME_read_ASN1,SMIME_read_ASN1,0.993077885,0.912798762,0.7204473,0.594649807,,,1,,
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_setiv,0.97778376,0.781696677,0.6304581,0.591800702,,,,,1
rand.c_rand.c,rand_main,rand_main,0.652033567,0,0,0.589426075,,,,,
spkac.c_spkac.c,spkac_main,spkac_main,0.862750985,0,0,0.589103356,,,,,
ssl_cert.c_ssl_cert.c,ssl_cert_dup,ssl_cert_dup,0.730856228,0.970833898,0.9214517,0.584838994,,,,1,
s3_srvr.c_ssl_srvr.c,ssl3_send_server_hello,ssl3_send_server_hello,0.160155564,0.152409479,0.59039146,0.582829616,,,,,1
dsa.c_dsa.c,dsa_main,dsa_main,0.840855448,0,0,0.579578177,,,,,
cfb64ede.c_cfb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.781029724,0,0,0.793448253,1,,,,
ec_lib.c_ec_lib.c,EC_GROUP_copy,EC_GROUP_copy,0.990312584,0.891564786,0.8085702,0.57164657,,1,,,
cms_env.c_cms_env.c,cms_EnvelopedData_init_bio,cms_EnvelopedData_init_bio,0.883708365,0.004833431,0.6777045,0.566929065,,,,1,
ciphers.c_ciphers.c,ciphers_main,ciphers_main,0.27376181,0,0,0.56669843,,,,,
ec.c_ec.c,ec_main,ec_main,0.886857568,0,0,0.551023291,,,,,
ssl_asn1.c_ssl_asn1.c,d2i_SSL_SESSION,d2i_SSL_SESSION,0.512759085,0.995469868,0.7539116,0.550370085,,,,,1
hmac.c_hmac.c,HMAC_Init_ex,HMAC_Init_ex,0.926724595,0.099957161,0.8896775,0.547430382,,1,,,
s3_srvr.c_ssl_srvr.c,ssl3_get_cert_verify,ssl3_get_cert_verify,0.344111584,0.996069789,0.8167844,0.54516665,,,,,1
genpkey.c_genpkey.c,genpkey_main,genpkey_main,0.48111156,0,0,0.541897193,,,,,
rsa.c_dsa.c,rsa_main,dsa_main,0.242403936,0,0,0.534006418,,,,,
gendh.c_gendh.c,gendh_main,gendh_main,0.85336937,0,0,0.533547653,,,,,
txt_db.c_txt_db.c,TXT_DB_write,TXT_DB_write,0.780881589,0.803824127,0.90836823,0.836617768,1,,,,
pkeyutl.c_pkeyutl.c,pkeyutl_main,pkeyutl_main,0.665398401,0,0,0.527337303,,,,,
cfb64ede.c_ofb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.73377126,0.57610321,0.81053007,0.742589452,1,,,,
s3_lib.c_s3_lib.c,ssl3_choose_cipher,ssl3_choose_cipher,0.701549117,0.747644365,0.82991946,0.503115966,,,,,1
bio_cb.c_bio_cb.c,BIO_debug_callback,BIO_debug_callback,0.874188475,0.569516659,0.81523323,0.50301429,,,,,1
gendsa.c_gendsa.c,gendsa_main,gendsa_main,0.819009357,0,0,0.497816954,,,,,
s_server.c_s_server.c,s_server_main,s_server_main,0.566251872,0,0,0.49728085,,,,,
tasn_fre.c_tasn_fre.c,ASN1_primitive_free,ASN1_primitive_free,0.913937931,0.249089316,0.7986528,0.493119876,,,1,,
genrsa.c_genrsa.c,genrsa_main,genrsa_main,0.794199337,0,0,0.492735575,,,,,
b_sock.c_b_sock.c,BIO_get_accept_socket,BIO_get_accept_socket,0.267055881,0.92654711,0.78307724,0.474115304,,,,,1
ssl_lib.c_ssl_lib.c,SSL_CTX_free,SSL_CTX_free,0.693131586,0.155209646,0.9113981,0.474009101,,,,1,
e_aes_cbc_hmac_sha1.c_e_aes_cbc_hmac_sha1.c,aesni_cbc_hmac_sha1_ctrl,aesni_cbc_hmac_sha1_ctrl,0.989868875,0,0.862771,0.463043365,,1,,,
ssl_ciph.c_ssl_ciph.c,ssl_create_cipher_list,ssl_create_cipher_list,0.845285879,0.803147912,0.9043443,0.458777813,,,,,1
genrsa.c_gendsa.c,genrsa_main,gendsa_main,0.249544379,0,0,0.416792205,,,,,
cfb64ede.c_cfb64ede.c,DES_ede3_cfb_encrypt,DES_ede3_cfb_encrypt,0.715036575,0.97367841,0.8940715,0.662645638,1,,,,
enc.c_ec.c,enc_main,ec_main,0.120664909,0,0,0.412191768,,,,,
s3_lib.c_s3_lib.c,ssl3_clear,ssl3_clear,0.263306214,0.075922973,0.76722646,0.368945294,,,,,1
d1_both.c_d1_both.c,dtls1_get_message,dtls1_get_message,0.826321011,0.541497946,0.6226673,0.348192923,,,,1,
by_file.c_by_file.c,X509_load_cert_crl_file,X509_load_cert_crl_file,0.958363153,0.783294499,0.87377954,0.315643803,,,1,,
v3_purp.c_x509_purp.c,x509v3_cache_extensions,x509v3_cache_extensions,0.912615853,0.99600786,0.8149221,0.220026357,,,,1,
