file_name,openssl_101f,libressl_3,sim_value
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_point2oct,0.9584357561042243
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_point2oct,0.9580018829004395
p_seal.c_p_seal.c,EVP_SealInit,EVP_SealInit,0.9575044617676716
bn_print.c_bn_print.c,BN_hex2bn,BN_hex2bn,0.9574895243896576
bn_print.c_bn_print.c,BN_dec2bn,BN_dec2bn,0.957194197447236
ts_conf.c_ts_conf.c,TS_CONF_set_digests,TS_CONF_set_digests,0.9571008171124427
xts128.c_xts128.c,CRYPTO_xts128_encrypt,CRYPTO_xts128_encrypt,0.9570764480090757
tasn_fre.c_tasn_fre.c,ASN1_primitive_free,ASN1_primitive_free,0.9569689654207152
s3_clnt.c_ssl_clnt.c,ssl3_check_cert_and_algorithm,ssl3_check_cert_and_algorithm,0.9565149433394877
v3_purp.c_x509_purp.c,x509v3_cache_extensions,x509v3_cache_extensions,0.956307926628241
pkcs12.c_pkcs12.c,dump_certs_pkeys_bag,dump_certs_pkeys_bag,0.9558653375436723
apps.c_apps.c,load_certs_crls,load_certs_crls,0.9557753728897866
txt_db.c_txt_db.c,TXT_DB_read,TXT_DB_read,0.95571305006162
tasn_dec.c_tasn_dec.c,asn1_ex_c2i,asn1_ex_c2i,0.954948301916865
x509_obj.c_x509_obj.c,X509_NAME_oneline,X509_NAME_oneline,0.9544842625051957
digest.c_digest.c,EVP_DigestInit_ex,EVP_DigestInit_ex,0.9532770587614965
bss_conn.c_bss_conn.c,conn_ctrl,conn_ctrl,0.9531158445855659
pem_lib.c_pem_lib.c,PEM_ASN1_write_bio,PEM_ASN1_write_bio,0.9527413394759526
bn_exp2.c_bn_exp2.c,BN_mod_exp2_mont,BN_mod_exp2_mont,0.9523850297542772
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.9520780596495437
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_inv,BN_GF2m_mod_inv,0.951840990247298
e_aes_cbc_hmac_sha1.c_e_aes_cbc_hmac_sha1.c,aesni_cbc_hmac_sha1_cipher,aesni_cbc_hmac_sha1_cipher,0.9506439839206853
e_rc4_hmac_md5.c_e_rc4_hmac_md5.c,rc4_hmac_md5_ctrl,rc4_hmac_md5_ctrl,0.9504510027186486
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_keygen,pkey_rsa_keygen,0.9496805737179368
ecp_mont.c_ecp_mont.c,ec_GFp_mont_group_set_curve,ec_GFp_mont_group_set_curve,0.9495756776704631
eck_prn.c_eck_prn.c,ECPKParameters_print,ECPKParameters_print,0.9494609000128855
x509_lu.c_x509_lu.c,X509_STORE_CTX_get1_issuer,X509_STORE_CTX_get1_issuer,0.9494481138873292
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_256,0.948494633954712
m_sigver.c_m_sigver.c,do_sigver_init,do_sigver_init,0.9479687271199839
i_cfb64.c_i_cfb64.c,idea_cfb64_encrypt,idea_cfb64_encrypt,0.9475195726961837
ts_verify_ctx.c_ts_verify_ctx.c,TS_REQ_to_TS_VERIFY_CTX,TS_REQ_to_TS_VERIFY_CTX,0.9471199785023358
bn_mul.c_bn_mul.c,BN_mul,BN_mul,0.9468474611739592
s3_cbc.c_s3_cbc.c,ssl3_cbc_digest_record,ssl3_cbc_digest_record,0.946741975452942
apps.c_apps.c,chopup_args,chopup_args,0.9463806201339326
bn_mont.c_bn_mont.c,BN_from_montgomery_word,BN_from_montgomery_word,0.9462164951934129
bn_nist.c_bn_nist.c,BN_nist_mod_224,BN_nist_mod_224,0.9460585712243343
cms_enc.c_cms_enc.c,cms_EncryptedContent_init_bio,cms_EncryptedContent_init_bio,0.9459287602869941
tasn_prn.c_tasn_prn.c,asn1_item_print_ctx,asn1_item_print_ctx,0.9458663878252751
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_384,0.9457458272280114
a_strex.c_a_strex.c,do_buf,do_buf,0.9447896859270599
ts_rsp_verify.c_ts_rsp_verify.c,TS_check_status_info,TS_check_status_info,0.9445755672001159
pem_pk8.c_pem_pk8.c,d2i_PKCS8PrivateKey_bio,d2i_PKCS8PrivateKey_bio,0.9435921127901479
asn_mime.c_asn_mime.c,mime_parse_hdr,mime_parse_hdr,0.943243580934392
conf_api.c_conf_api.c,_CONF_new_section,_CONF_new_section,0.9430463190813254
rsa_pss.c_rsa_pss.c,RSA_padding_add_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_PSS_mgf1,0.942272098897766
cms_env.c_cms_env.c,cms_EnvelopedData_init_bio,cms_EnvelopedData_init_bio,0.9418541823950495
v3_alt.c_x509_alt.c,v2i_issuer_alt,v2i_issuer_alt,0.9417919112013058
pk7_doit.c_pk7_doit.c,PKCS7_SIGNER_INFO_sign,PKCS7_SIGNER_INFO_sign,0.9417429480860527
i_ofb64.c_i_ofb64.c,idea_ofb64_encrypt,idea_ofb64_encrypt,0.9413539305116456
ecs_ossl.c_ecs_ossl.c,ecdsa_do_sign,ecdsa_do_sign,0.9411356204415635
d1_both.c_d1_both.c,dtls1_process_out_of_seq_message,dtls1_process_out_of_seq_message,0.9408777138925897
ec_ameth.c_ec_ameth.c,do_EC_KEY_print,do_EC_KEY_print,0.9407208152365485
tasn_dec.c_tasn_dec.c,asn1_template_noexp_d2i,asn1_template_noexp_d2i,0.9404981457037951
asn_mime.c_asn_mime.c,multi_split,multi_split,0.9398808947233238
ec_curve.c_ec_curve.c,ec_group_new_from_data,ec_group_new_from_data,0.9388948260110184
bf_ofb64.c_bf_cfb64.c,BF_ofb64_encrypt,BF_cfb64_encrypt,0.9385897733387225
cms_sd.c_cms_sd.c,CMS_add1_signer,CMS_add1_signer,0.9384384681040059
c_ofb64.c_c_cfb64.c,CAST_ofb64_encrypt,CAST_cfb64_encrypt,0.9383958551771767
qud_cksm.c_qud_cksm.c,DES_quad_cksum,DES_quad_cksum,0.9381585770514695
ts_conf.c_ts_conf.c,TS_CONF_load_certs,TS_CONF_load_certs,0.937503437687577
bio_cb.c_bio_cb.c,BIO_debug_callback,BIO_debug_callback,0.9370942376112533
a_int.c_a_int.c,d2i_ASN1_UINTEGER,d2i_ASN1_UINTEGER,0.9370753785548884
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_group_set_curve,0.9365781996431464
pcy_tree.c_pcy_tree.c,tree_init,tree_init,0.9359610451330597
a_object.c_a_object.c,a2d_ASN1_OBJECT,a2d_ASN1_OBJECT,0.9344752546495911
dsa_ossl.c_dsa_ossl.c,dsa_do_sign,dsa_do_sign,0.9339422864964394
ca.c_ca.c,do_revoke,do_revoke,0.9333356954435946
obj_dat.c_obj_dat.c,OBJ_obj2txt,OBJ_obj2txt,0.9329723179022308
x509_r2x.c_x509_r2x.c,X509_REQ_to_X509,X509_REQ_to_X509,0.932655839236753
ui_lib.c_ui_lib.c,UI_set_result,UI_set_result,0.9320978681283203
v3_alt.c_x509_alt.c,i2v_GENERAL_NAME,i2v_GENERAL_NAME,0.9319318392351293
rc2cfb64.c_rc2ofb64.c,RC2_cfb64_encrypt,RC2_ofb64_encrypt,0.9316461863797516
bn_exp.c_bn_exp.c,BN_mod_exp_mont_consttime,BN_mod_exp_mont_consttime,0.9312746818316471
cfb_enc.c_cfb_enc.c,DES_cfb_encrypt,DES_cfb_encrypt,0.9284718504987834
a_bitstr.c_a_bitstr.c,c2i_ASN1_BIT_STRING,c2i_ASN1_BIT_STRING,0.9276670949246424
t_crl.c_t_crl.c,X509_CRL_print,X509_CRL_print,0.9268072280951486
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbc_encrypt,0.9261869612755574
pem_pk8.c_pem_pk8.c,do_pk8pkey,do_pk8pkey,0.9256288888237016
rc2ofb64.c_rc2cfb64.c,RC2_ofb64_encrypt,RC2_cfb64_encrypt,0.9247710639749058
ecs_ossl.c_ecs_ossl.c,ecdsa_sign_setup,ecdsa_sign_setup,0.9245694253725085
bf_cfb64.c_bf_ofb64.c,BF_cfb64_encrypt,BF_ofb64_encrypt,0.9239266151927904
apps.c_apps.c,parse_name,parse_name,0.9239153675031211
apps.c_apps.c,app_get_pass,app_get_pass,0.9228648645053371
ssl_ciph.c_ssl_ciph.c,ssl_create_cipher_list,ssl_create_cipher_list,0.9226429395633813
ssl_lib.c_ssl_lib.c,SSL_dup,SSL_dup,0.9224451217193421
a_d2i_fp.c_a_d2i_fp.c,asn1_d2i_read_bio,asn1_d2i_read_bio,0.921756256694878
cbc_enc.c_cbc_enc.c,DES_cbc_encrypt,DES_cbc_encrypt,0.921376641248654
ofb64ede.c_ofb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.9213019079653405
d1_both.c_d1_both.c,dtls1_get_message_fragment,dtls1_get_message_fragment,0.9212653910803057
v3_pmaps.c_x509_pmaps.c,v2i_POLICY_MAPPINGS,v2i_POLICY_MAPPINGS,0.9205172611990773
a_mbstr.c_a_mbstr.c,ASN1_mbstring_ncopy,ASN1_mbstring_ncopy,0.9202661895847343
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_sqr_arr,BN_GF2m_mod_sqr_arr,0.9198346287765617
ec_mult.c_ec_mult.c,ec_wNAF_mul,ec_wNAF_mul,0.919546110435135
apps.c_apps.c,password_callback,password_callback,0.9186358846076281
ofb64enc.c_ofb64enc.c,DES_ofb64_encrypt,DES_ofb64_encrypt,0.9177669937898121
cms_pwri.c_cms_pwri.c,CMS_add0_recipient_password,CMS_add0_recipient_password,0.9170978310970558
rsa_pss.c_rsa_pss.c,RSA_verify_PKCS1_PSS_mgf1,RSA_verify_PKCS1_PSS_mgf1,0.9170093659143035
pem_seal.c_pem_seal.c,PEM_SealInit,PEM_SealInit,0.9169032165847273
bn_exp.c_bn_exp2.c,BN_mod_exp_mont,BN_mod_exp2_mont,0.9162283906971607
ocsp.c_ocsp.c,process_responder,process_responder,0.9161005074417015
asn1_gen.c_asn1_gen.c,ASN1_generate_v3,ASN1_generate_v3,0.9158704011750964
v3_info.c_x509_info.c,i2v_AUTHORITY_INFO_ACCESS,i2v_AUTHORITY_INFO_ACCESS,0.9158024815522232
pvkfmt.c_pvkfmt.c,i2b_PVK,i2b_PVK,0.914180190188048
cms_env.c_cms_env.c,cms_RecipientInfo_ktri_decrypt,cms_RecipientInfo_ktri_decrypt,0.9138528185378791
bn_sqrt.c_bn_sqrt.c,BN_mod_sqrt,BN_mod_sqrt,0.9137001605264959
cms_smime.c_cms_smime.c,CMS_verify,CMS_verify,0.9135037152435949
d1_both.c_d1_both.c,dtls1_get_message,dtls1_get_message,0.9131605053305504
s_cb.c_s_cb.c,msg_cb,msg_cb,0.9123441029283125
tasn_enc.c_tasn_enc.c,asn1_ex_i2c,asn1_ex_i2c,0.9121697516456102
ech_ossl.c_ech_key.c,ecdh_compute_key,ecdh_compute_key,0.9113877855635257
cms_sd.c_cms_sd.c,cms_SignerInfo_content_sign,cms_SignerInfo_content_sign,0.9105282300566223
tasn_enc.c_tasn_enc.c,ASN1_item_ex_i2d,ASN1_item_ex_i2d,0.9104163410726241
conf_def.c_conf_def.c,str_copy,str_copy,0.9093641503397387
v3_cpols.c_x509_cpols.c,policy_section,policy_section,0.9086942651550622
pcy_node.c_pcy_node.c,level_add_node,level_add_node,0.9085983449921146
passwd.c_passwd.c,do_passwd,do_passwd,0.9082507640468509
enc_writ.c_enc_writ.c,DES_enc_write,DES_enc_write,0.9071323346431017
cfb64enc.c_cfb64enc.c,DES_cfb64_encrypt,DES_cfb64_encrypt,0.906620421703614
c_cfb64.c_c_ofb64.c,CAST_cfb64_encrypt,CAST_ofb64_encrypt,0.9058659320381598
s3_clnt.c_ssl_clnt.c,ssl3_get_server_certificate,ssl3_get_server_certificate,0.9056310144101998
ofb_enc.c_ofb_enc.c,DES_ofb_encrypt,DES_ofb_encrypt,0.904980088895796
s_server.c_s_server.c,init_ssl_connection,init_ssl_connection,0.9041920872578182
cms_pwri.c_cms_pwri.c,cms_RecipientInfo_pwri_crypt,cms_RecipientInfo_pwri_crypt,0.9035218269733385
ede_cbcm_enc.c_ede_cbcm_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbcm_encrypt,0.9035065403838977
des_enc.c_cbc_enc.c,DES_ncbc_encrypt,DES_cbc_encrypt,0.9027664598321947
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ncbc_encrypt,0.9013144042708865
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_reassemble_fragment,0.9010812852758325
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ncbc_encrypt,0.900639722760548
ecs_ossl.c_ecs_ossl.c,ecdsa_do_verify,ecdsa_do_verify,0.9002465883190613
gost_pmeth.c_gost89imit_pmeth.c,pkey_gost_mac_ctrl,pkey_gost_mac_ctrl,0.8986617255991491
verify.c_verify.c,check,check,0.8984059648775025
cms_sd.c_cms_sd.c,CMS_SignerInfo_sign,CMS_SignerInfo_sign,0.8971958114692351
xcbc_enc.c_xcbc_enc.c,DES_xcbc_encrypt,DES_xcbc_encrypt,0.8946167283508899
txt_db.c_txt_db.c,TXT_DB_free,TXT_DB_free,0.8942907766780288
speed.c_speed.c,do_multi,do_multi,0.8937812132074967
set_key.c_set_key.c,DES_set_key_unchecked,DES_set_key_unchecked,0.891538745265883
p12_key.c_p12_key.c,PKCS12_key_gen_uni,PKCS12_key_gen_uni,0.8914606062615987
e_aes.c_e_aes.c,aes_gcm_ctrl,aes_gcm_ctrl,0.8912329427289167
ofb_enc.c_cfb_enc.c,DES_ofb_encrypt,DES_cfb_encrypt,0.891197474685291
cfb64ede.c_cfb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.8905148617950154
txt_db.c_txt_db.c,TXT_DB_write,TXT_DB_write,0.8904407943018366
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ncbc_encrypt,0.8886314852554924
ts_rsp_sign.c_ts_rsp_sign.c,TS_RESP_set_genTime_with_precision,TS_RESP_set_genTime_with_precision,0.8873796800894893
s_cb.c_s_cb.c,generate_cookie_callback,generate_cookie_callback,0.8867889979717856
s_server.c_s_server.c,www_body,www_body,0.8864283246265368
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_ctrl,pkey_rsa_ctrl,0.885028042292461
xcbc_enc.c_cbc_enc.c,DES_xcbc_encrypt,DES_cbc_encrypt,0.8849643447672998
s_cb.c_s_cb.c,verify_cookie_callback,verify_cookie_callback,0.8818808769958847
ssl_ciph.c_ssl_ciph.c,ssl_cipher_process_rulestr,ssl_cipher_process_rulestr,0.8794326685706981
apps.c_apps.c,save_serial,save_serial,0.8776980935244489
ec_mult.c_ec_mult.c,compute_wNAF,compute_wNAF,0.8775898950631881
req.c_req.c,add_attribute_object,add_attribute_object,0.8775760082991714
i_cfb64.c_i_ofb64.c,idea_cfb64_encrypt,idea_ofb64_encrypt,0.8765680679814096
i_ofb64.c_i_cfb64.c,idea_ofb64_encrypt,idea_cfb64_encrypt,0.8688470664050145
v3_pci.c_x509_pci.c,process_pci_value,process_pci_value,0.8687310051077295
cfb64ede.c_ofb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.8668856300768126
s3_clnt.c_ssl_clnt.c,ssl3_get_certificate_request,ssl3_get_certificate_request,0.8665443230836282
tasn_new.c_tasn_new.c,asn1_item_ex_combine_new,asn1_item_ex_combine_new,0.8661561480832283
ssl_cert.c_ssl_cert.c,ssl_cert_dup,ssl_cert_dup,0.8654281141725202
des_enc.c_xcbc_enc.c,DES_ncbc_encrypt,DES_xcbc_encrypt,0.865417671554775
ec_key.c_ec_key.c,EC_KEY_copy,EC_KEY_copy,0.8651948432631889
pvkfmt.c_pvkfmt.c,do_PVK_body,do_PVK_body,0.864711611683235
cbc_enc.c_xcbc_enc.c,DES_cbc_encrypt,DES_xcbc_encrypt,0.8621569821988899
dsa_ameth.c_dsa_ameth.c,dsa_priv_decode,dsa_priv_decode,0.8603376644965266
d1_both.c_d1_both.c,dtls1_retransmit_message,dtls1_retransmit_message,0.8577629936776217
cfb64ede.c_cfb64ede.c,DES_ede3_cfb_encrypt,DES_ede3_cfb_encrypt,0.8575182874263221
ca.c_ca.c,make_revocation_str,make_revocation_str,0.8542636332091232
ede_cbcm_enc.c_des_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbc_encrypt,0.854074337291193
s3_pkt.c_ssl_pkt.c,ssl3_read_bytes,ssl3_read_bytes,0.8536138004532203
bn_print.c_bn_print.c,BN_bn2dec,BN_bn2dec,0.8527999468940146
req.c_req.c,set_keygen_ctx,set_keygen_ctx,0.8515647378968612
s3_lib.c_s3_lib.c,ssl3_choose_cipher,ssl3_choose_cipher,0.8507745586031856
cfb_enc.c_ofb_enc.c,DES_cfb_encrypt,DES_ofb_encrypt,0.848193349939646
ssl_lib.c_ssl_lib.c,SSL_CTX_free,SSL_CTX_free,0.8465657928861096
ocsp.c_ocsp.c,query_responder,query_responder,0.8456787119372284
s_client.c_s_client.c,print_stuff,print_stuff,0.8439847895934152
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_arr,BN_GF2m_mod_arr,0.8420351973712035
ofb64enc.c_cfb64enc.c,DES_ofb64_encrypt,DES_cfb64_encrypt,0.8402230231384473
des_enc.c_ede_cbcm_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbcm_encrypt,0.8395220171581124
s3_srvr.c_ssl_srvr.c,ssl3_get_client_certificate,ssl3_get_client_certificate,0.8391403033004912
d1_pkt.c_d1_pkt.c,dtls1_read_bytes,dtls1_read_bytes,0.8379742742167281
apps.c_apps.c,load_pubkey,load_pubkey,0.8378883547567866
d1_both.c_d1_both.c,dtls1_do_write,dtls1_do_write,0.8372211067945718
tasn_fre.c_tasn_fre.c,asn1_item_combine_free,asn1_item_combine_free,0.8370865830506975
cfb64enc.c_ofb64enc.c,DES_cfb64_encrypt,DES_ofb64_encrypt,0.8370815731619787
ssl_lib.c_ssl_lib.c,SSL_CTX_new,SSL_CTX_new,0.833388882083407
gost_ameth.c_gostr341001_ameth.c,pub_encode_gost01,pub_encode_gost01,0.8333821551455585
ofb64ede.c_cfb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.8307913000354614
s3_both.c_ssl_both.c,ssl3_get_message,ssl3_get_message,0.8109115075061052
f_int.c_f_int.c,a2i_ASN1_INTEGER,a2i_ASN1_INTEGER,0.8099525315587686
s3_srvr.c_ssl_srvr.c,ssl3_send_newsession_ticket,ssl3_send_newsession_ticket,0.8072788142451671
gost2001.c_gostr341001.c,gost2001_do_verify,gost2001_do_verify,0.8064775426503594
s3_clnt.c_ssl_clnt.c,ssl3_connect,ssl3_connect,0.8035251208506538
s3_srvr.c_ssl_srvr.c,ssl3_send_certificate_request,ssl3_send_certificate_request,0.8010553984913878
